experiment_id,scenario,sampled_at,sampled_at_ms,elapsed_ms,elapsed_source,approximate_visible,approximate_not_visible,sample_status,sample_error
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:43.136Z,1783790143136,76846,first_a_sqs_sent_timestamp,4562,18,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:43.163Z,1783790143163,77022,first_a_sqs_sent_timestamp,4641,18,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:44.137Z,1783790144137,77847,first_a_sqs_sent_timestamp,4546,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:44.166Z,1783790144166,78025,first_a_sqs_sent_timestamp,4555,22,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:45.141Z,1783790145141,78851,first_a_sqs_sent_timestamp,4510,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:45.169Z,1783790145169,79028,first_a_sqs_sent_timestamp,4532,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:46.137Z,1783790146137,79847,first_a_sqs_sent_timestamp,4528,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:46.164Z,1783790146164,80023,first_a_sqs_sent_timestamp,4515,13,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:47.137Z,1783790147137,80847,first_a_sqs_sent_timestamp,4508,23,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:47.163Z,1783790147163,81022,first_a_sqs_sent_timestamp,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:48.138Z,1783790148138,81848,first_a_sqs_sent_timestamp,4507,21,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:48.164Z,1783790148164,82023,first_a_sqs_sent_timestamp,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:49.139Z,1783790149139,82849,first_a_sqs_sent_timestamp,4582,16,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:49.168Z,1783790149168,83027,first_a_sqs_sent_timestamp,4515,12,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:50.137Z,1783790150137,83847,first_a_sqs_sent_timestamp,4474,19,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:50.163Z,1783790150163,84022,first_a_sqs_sent_timestamp,4501,17,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:51.138Z,1783790151138,84848,first_a_sqs_sent_timestamp,4527,15,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:51.165Z,1783790151165,85024,first_a_sqs_sent_timestamp,4479,13,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:52.137Z,1783790152137,85847,first_a_sqs_sent_timestamp,4465,13,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:52.162Z,1783790152162,86021,first_a_sqs_sent_timestamp,4548,22,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:53.137Z,1783790153137,86847,first_a_sqs_sent_timestamp,4465,13,ok,
low-concurrency-20260711T171232.521874981Z,fair-c20,2026-07-11T17:15:53.163Z,1783790153163,87022,first_a_sqs_sent_timestamp,4503,16,ok,
low-concurrency-20260711T171232.521874981Z,baseline-c20,2026-07-11T17:15:54.137Z,1783790154137,87847,first_a_sqs_sent_timestamp,4508,19,ok,
